job_description,women_proportion
"Title: Product Manager. Description: Our team is seeking a creative and collaborative Product Manager to guide the vision and development of our products. We are looking for a leader who can thoughtfully listen to our users, understand their needs, and work with our teams to build solutions that make a positive impact. In this role, you will be at the heart of our product strategy, collaborating daily with designers, engineers, and marketing specialists to bring ideas to life. Your communication skills and your ability to build consensus will be key to fostering a shared vision and a cohesive team spirit. We are a company that believes in building great things together, in a supportive and inclusive environment. Your long-term growth is important to us, and we offer dedicated mentorship and professional development opportunities. We also champion a healthy work-life balance with flexible schedules, because we know that great ideas come from happy and well-rested minds. If you are passionate about building meaningful products and leading a team with empathy and creativity, we would be thrilled to meet you. Requirements: Experience in product management or a related role where you have guided a product or project. Excellent communication, collaboration, and leadership skills. A deep sense of empathy for users and a passion for understanding their needs. The ability to think strategically and creatively. Strong organizational skills and attention to detail. A desire to work in a team-oriented and supportive environment.",0.758932950843102
"Job Title: IT Security Analyst. Job Description: Join our security team as an IT Security Analyst, where you will be on the front lines of monitoring and defending our digital assets. This position offers a blend of independent investigative work and close-knit team collaboration. You will be responsible for analyzing security alerts, identifying threats, and participating in incident response activities. Your analytical skills and attention to detail will be crucial for detecting and mitigating security risks in a timely manner. You will have the autonomy to investigate security events and recommend remediation actions. At the same time, you will work in a supportive team environment, sharing intelligence and collaborating on security initiatives to strengthen our overall posture. Strong communication is key to documenting incidents and sharing findings with the team. We are committed to your professional development, providing opportunities for training and certifications. We are looking for a vigilant professional who is driven to protect our systems and also values teamwork and knowledge sharing. Requirements: Bachelor's degree in Cybersecurity, Information Technology, or a related field. Experience in a security operations center (SOC) or a similar security analyst role is preferred. Knowledge of security information and event management (SIEM) tools. Strong analytical and problem-solving skills. Excellent attention to detail and ability to work under pressure. Good communication skills and a collaborative spirit. The ability to work independently on security analysis tasks while being an active contributor to the team's collective efforts.",0.4274698122246241
"Job Title: Systems Administrator. Job Description: We are seeking a reliable and proficient Systems Administrator to manage and maintain our IT infrastructure, including servers, storage, and software systems. This role is ideal for a professional who is capable of both independent system management and collaborative support. You will be responsible for system installation, configuration, and maintenance, ensuring high levels of availability and security. You will have the autonomy to troubleshoot and resolve system issues, applying your analytical skills to ensure operational stability. Alongside these core duties, you will work closely with other IT teams, including network and security specialists, to provide a seamless and secure technology environment. You will also provide support to end-users when needed, requiring clear communication and a helpful attitude. We are committed to your professional development and offer opportunities to gain expertise in new systems and technologies. We are looking for a proactive and results-driven individual who is also a supportive and cooperative team player. Requirements: Degree in Information Technology, Computer Science, or a related field. Relevant certifications (e.g., Microsoft Certified, Linux+) are a plus. Proven experience as a Systems Administrator or in a similar role. Strong knowledge of operating systems (e.g., Windows Server, Linux), virtualization, and system security. Excellent problem-solving and troubleshooting skills. Good communication and interpersonal skills. The ability to work independently on system administration tasks while collaborating effectively within the IT department.",0.5386368233459993
"Title: Head of Data Science. Description: We are looking for a commanding and highly strategic Head of Data Science to build and lead our entire data science organization. This is a senior executive role for a driven leader who can operate with a high degree of autonomy to set the vision and strategy for leveraging data and AI to create a dominant competitive advantage. You will be accountable for the performance and business impact of all machine learning and analytical initiatives. Your mission is to build a world-class, high-performance team that drives significant, measurable value. In our fast-paced, data-driven environment, we need a self-directed visionary with superior analytical and strategic skills. This is a high-impact leadership position for an individual who is driven by building powerful analytical capabilities and achieving market leadership. Requirements: Extensive, proven experience in senior data science leadership roles (e.g., Director or VP). A deep, strategic understanding of machine learning, statistical analysis, and data engineering. The ability to work independently to set strategy and build a high-performing data science organization. A results-driven, competitive leadership style with a relentless focus on ROI and business impact. An advanced degree (PhD preferred) in a quantitative field is required.",0.392490936082118
"Title: Customer Success Manager. Description: We are looking for an empathetic and proactive Customer Success Manager to build strong, lasting relationships with our clients. Your role is to be a trusted partner and advocate for our customers, helping them achieve their goals using our product. You will be responsible for understanding their needs, providing guidance and support, and ensuring they have a positive and successful experience. You will collaborate closely with our sales, support, and product teams to be the voice of the customer internally. Our team is a warm and supportive group that is passionate about helping others. We are committed to a healthy work-life balance and offer a flexible environment where you can thrive both personally and professionally. Requirements: Experience in a customer-facing role such as customer success, account management, or consulting. Excellent communication, listening, and interpersonal skills. A deep sense of empathy and a genuine passion for building relationships and helping clients succeed. Strong organizational skills and a proactive, problem-solving mindset. A collaborative spirit and the ability to work effectively across teams.",0.47
"Job Title: ICT Project Manager. Job Description: We are looking for an experienced ICT Project Manager to lead and deliver complex technology projects on time and within budget. This role demands a unique combination of decisive leadership and collaborative facilitation. You will be empowered to manage project scope, resources, and timelines, making critical decisions to ensure project success. Your ability to drive progress and maintain focus on objectives will be key. In parallel, you will foster a supportive and collaborative project environment, working closely with cross-functional teams, stakeholders, and vendors. Strong communication and interpersonal skills are essential for building consensus and ensuring all parties are aligned and informed. Our organization is committed to professional growth, providing a platform for you to enhance your leadership skills and project management expertise. The ideal candidate is a results-oriented leader who can navigate technical challenges while nurturing strong team dynamics and stakeholder relationships. Your work will be central to our strategic initiatives, delivering technology solutions that enable business growth and innovation. Requirements: Bachelor's degree in a relevant field; PMP or similar project management certification is a strong asset. A proven track record of successfully managing and delivering technology projects. Strong understanding of project management methodologies (e.g., Agile, Scrum, Waterfall). Excellent leadership, communication, and interpersonal skills, with the ability to motivate teams and manage stakeholder expectations. Robust analytical and problem-solving capabilities, with a knack for risk management and strategic planning. The capacity to work independently and make decisive judgments while fostering a spirit of cooperation and shared accountability. We seek a professional who is as passionate about achieving project milestones as they are about building a cohesive and effective project team.",0.5517181110819973
"Job Title: CRM Administrator. Job Description: We are looking for a proactive and organized CRM Administrator to manage and optimize our Customer Relationship Management (CRM) system. This role requires a professional who is both a self-sufficient system expert and a collaborative business partner. You will be responsible for the day-to-day management of our CRM, including user support, data integrity, and system configuration. You will have the autonomy to troubleshoot issues, customize the platform to meet business needs, and train users. Your technical skills and analytical approach will be key. This role is also highly collaborative, as you will work closely with sales, marketing, and customer service teams to understand their processes and help them use the CRM effectively. Strong communication and interpersonal skills are essential for building these partnerships. We offer a supportive environment where you can become a true expert in our systems and contribute directly to our business success. We are looking for a candidate who is driven to maintain an efficient system and is also committed to supporting the needs of their colleagues. Requirements: Bachelor's degree in a relevant field or equivalent experience. Proven experience as a CRM Administrator (e.g., Salesforce, HubSpot). Strong technical and analytical skills related to CRM systems. Excellent problem-solving and project management abilities. Strong communication and training skills, with a customer-service orientation. The ability to work independently to manage the CRM platform while collaborating effectively with various business units.",0.5188918237504396
"Title: QA Manager. Description: We are seeking a driven and results-oriented QA Manager to take ownership of our entire software quality assurance function. This role is for a focused leader who can independently establish a high-performance QA strategy, encompassing both manual and automated testing. You will have the autonomy to build and lead a team of QA engineers, define quality metrics, and implement powerful testing processes. In our fast-paced development environment, you are accountable for the overall quality and reliability of our products. We need a self-directed professional with strong analytical skills and a competitive drive for excellence. This is a demanding leadership role for an individual motivated by building a world-class quality organization. Requirements: Proven experience in a QA leadership or management role. A deep, analytical understanding of software testing methodologies, automation frameworks, and quality metrics. The ability to work independently to build and manage a QA team and strategy. A results-driven leadership style with a relentless focus on improving product quality and process efficiency. A bachelor's degree in a technical discipline is required. Strong analytical and leadership skills are essential.",0.2468589012169588
"Job Title: Data analyst
Job Description: We are looking for a curious and detail-oriented Data Analyst to join our team and help us make data-driven decisions. This position offers flexible work arrangements, including remote work and adaptable schedules. The Data Analyst will be responsible for collecting, cleaning, and analyzing data to identify trends and insights that can inform our business strategy. You will work with various teams to understand their analytical needs and to provide them with the data they need to make informed decisions. Your responsibilities will include creating and maintaining dashboards and reports, as well as conducting ad-hoc analyses to answer specific business questions. You will also be responsible for ensuring the quality and accuracy of our data. A key part of your role will be to communicate your findings in a clear and compelling way to a variety of audiences. We are looking for a candidate with strong analytical skills and a passion for data. You should be a proactive and detail-oriented professional with excellent communication skills. If you are excited about the prospect of turning data into actionable insights, we encourage you to apply.
Requirements: Bachelor's degree in a quantitative field such as Statistics, Mathematics, Economics, or Computer Science. Proven experience as a Data Analyst or in a similar role. Strong proficiency in SQL and experience with data visualization tools like Tableau or Power BI. Experience with a programming language like Python or R for data analysis is a plus. Strong analytical and problem-solving skills. Excellent communication and presentation skills. The ability to work independently and manage your time effectively in a flexible work environment.",0.7322978858740155
"Job Title: software developer. Job Description: We are actively seeking a dedicated and experienced Software Developer to become an integral part of our development team. This role is centered on designing, coding, and modifying websites and software, from layout to function and according to our clients' specifications. A steadfast commitment to delivering high-quality software solutions within stringent deadlines is paramount. The ideal candidate will be a proactive individual who thrives in a challenging, fast-paced environment and is committed to continuous learning and improvement. You will be expected to work closely with our project managers and other developers to ensure the timely and successful delivery of our software products. This is a full-time, on-site position, as we highly value the collaborative and dynamic environment that a shared office space provides. Remote work is not an option for this role. Furthermore, this position may necessitate travel to meet with clients, gather requirements, and provide on-site support. We are looking for a candidate who is not only technically proficient but also demonstrates an exceptional level of dedication and a strong sense of responsibility. Your commitment will be instrumental in driving our projects to success and will be met with opportunities for career advancement and professional growth within our organization. A can-do attitude and a relentless drive to achieve are what we are looking for. Requirements: Bachelor's degree in Computer Science or a related discipline. Demonstrable experience as a Software Developer. Expertise in multiple programming languages, including but not limited to, Java, Python, and JavaScript. A solid understanding of the software development lifecycle. Strong analytical and critical thinking skills. Excellent teamwork and communication abilities. A high degree of dedication and the ability to work under pressure. Flexibility and willingness to travel for client meetings and support. This is a strictly office-based role with no provision for remote work. A portfolio showcasing your development projects is strongly encouraged.",0.2791809973955892
"Job Title: Quality Assurance Analyst. Job Description: We are looking for a driven and systematic Quality Assurance (QA) Analyst to champion the quality of our software releases. This position requires a high level of autonomy and analytical strength to develop and implement rigorous QA strategies. You will be empowered to make critical decisions about product readiness, working in a fast-paced environment where your standards define our success. This individual responsibility is integrated within a collaborative and supportive team framework. You will partner with development and operations teams, fostering a culture of quality through open communication and shared accountability. We value empathy in our interactions, ensuring that the goal is always collective improvement. We are dedicated to your personal development, providing pathways to advance your skills in test automation and quality management. We also promote a healthy work-life balance with flexible policies. Your role is essential in building trust with our users and ensuring our product has a positive impact. Requirements: A degree in Information Systems, Computer Science, or a related discipline. Extensive experience as a QA Analyst, with a strong understanding of QA methodologies. Exceptional analytical skills and the independence to lead quality initiatives. Superb communication and interpersonal skills, enabling effective collaboration across departments. A competitive drive for perfection and a commitment to high standards, complemented by a supportive and team-oriented approach. Proficiency with QA tools and technologies, including automated testing frameworks. A commitment to personal growth and advancing the practice of quality assurance.",0.5163500658507225
"Title: User Support Specialist. Description: Join our warm and welcoming team as a User Support Specialist, where your empathy and communication skills will make a real difference. We are looking for a caring and patient individual to be the first point of contact for our users, providing thoughtful guidance and technical assistance. In this role, you will be a vital part of our community, helping people navigate our technology with ease and confidence. Your responsibilities will focus on listening to user needs, troubleshooting problems with a gentle and supportive approach, and clearly communicating solutions. You will collaborate closely with a dedicated team of specialists to share knowledge and improve our collective ability to help others. We believe in fostering a nurturing environment, not just for our users, but for our team members as well. We are deeply committed to your personal and professional growth, offering dedicated mentorship programs, continuous learning opportunities, and a healthy work-life balance with flexible scheduling options to fit your life. Requirements: Excellent interpersonal and communication skills. A genuine passion for helping people and solving problems. The ability to explain technical concepts in an easy-to-understand and patient manner. Experience in a customer service or support-oriented role is a plus. A collaborative spirit and a desire to be part of a close-knit, supportive team. A strong sense of empathy and attention to detail.",0.7510868754045198
"Title: Technical Program Manager. Description: We are looking for a driven and strategic Technical Program Manager to take ownership of our most complex, cross-functional technology initiatives. This is a leadership role for a focused professional who can operate with a high degree of autonomy to drive large-scale programs from inception to completion. Your mission is to ensure that ambitious technical projects are delivered on time and meet their strategic objectives. You will be accountable for program execution, risk management, and communication with executive stakeholders. In our fast-paced environment, we need a self-directed leader with strong analytical skills and the ability to command complex projects. This is a high-impact role for an individual who is motivated by achieving ambitious goals and delivering powerful results. Requirements: A proven track record of managing large, complex technical programs in a software or engineering environment. A strong technical background and the ability to understand and drive architectural and engineering decisions. Exceptional analytical and strategic planning skills. The ability to work independently to manage dependencies, mitigate risks, and lead cross-functional teams. A results-driven mindset with a relentless focus on execution and delivery. A bachelor's degree in Computer Science, Engineering, or a related field is required. PMP or similar certification is an advantage.",0.2013574055692845
"Job Title: Agile Coach. Job Description: We are looking for an experienced and influential Agile Coach to advance our agile transformation. This is a strategic role that requires the independence to assess our current practices and the analytical skill to devise a roadmap for greater agility. You will be challenged to drive significant cultural and process change across multiple teams and departments in a complex organization. While you will act as an independent expert, your work is entirely about collaboration, communication, and support. You will mentor and coach teams, Scrum Masters, and leaders, using an empathetic and supportive approach to guide them on their agile journey. We foster a culture of learning and psychological safety, which you will be instrumental in building. We are committed to your personal development as a leader of change. We also believe in modeling a healthy work-life balance. Your impact will be profound, helping our entire organization become more responsive, innovative, and collaborative. Requirements: Extensive experience as an Agile Coach with a track record of successful transformations. Deep knowledge of various agile and lean frameworks (Scrum, Kanban, SAFe, etc.). Strong analytical and systems-thinking skills, with the independence to lead large-scale change initiatives. World-class communication, mentoring, and facilitation skills, with a highly developed sense of empathy and support. A competitive drive to help the organization achieve true business agility, balanced with a patient, collaborative, and servant-leader approach. Relevant agile certifications (e.g., CEC, CTC) are highly valued.",0.4882432112691449
"Job Title: CRM Developer. Job Description: Our company is seeking a skilled and analytical CRM Developer to customize and enhance our customer relationship management platform. This role offers the autonomy to design and build custom solutions, workflows, and integrations, requiring strong technical skills and a drive to optimize our sales and service processes. You will work independently on development tasks in a fast-paced environment aimed at boosting business performance. This individual contribution is balanced by a highly collaborative team setting. You will be part of a supportive business systems team, working closely with sales, marketing, and service departments to understand their needs and deliver solutions. We value clear communication and an empathetic understanding of user challenges. We are dedicated to your personal development, with opportunities to become certified on platforms like Salesforce or Microsoft Dynamics. We also promote a healthy work-life balance. Your work will directly empower our customer-facing teams and impact our growth. Requirements: Degree in Computer Science or a related technical discipline. Proven experience as a CRM Developer, particularly with Salesforce (Apex, LWC) or another major CRM platform. Strong analytical and independent problem-solving skills. Proficiency in relevant programming languages and web services. Excellent communication and collaboration skills, with experience working in a supportive role for business users. A competitive drive to create efficient and impactful CRM solutions, paired with a collaborative team spirit. A desire for continuous professional growth.",0.5374672621174124
"Title: Test Automation Architect. Description: We require a strategic and highly technical Test Automation Architect to take ownership of our entire quality assurance automation strategy. This is a senior, autonomous role for a driven expert who can independently design and implement a world-class, scalable test automation framework from the ground up. Your mission is to architect a powerful, efficient system that dramatically increases testing speed and coverage, enabling high-velocity software delivery. You will be the ultimate authority on test automation tools and practices, accountable for the performance and reliability of our automated testing ecosystem. In our fast-paced environment, we need a focused visionary who can make high-impact architectural decisions. This is a demanding challenge for a competitive expert motivated by building a technically superior quality framework. Requirements: Extensive, proven experience in a test automation or QA architecture role. A deep, master-level understanding of automation frameworks, software testing principles, and CI/CD integration. The ability to operate with extreme independence to create and champion a robust test automation architecture. A strategic and analytical mindset with a relentless drive for efficiency and technical excellence. A bachelor's or master's degree in Computer Science or a related field is required.",0.3610086981451905
"Title: Technical Recruiter (In-house). Description: We are looking for a driven and competitive Technical Recruiter to take ownership of sourcing and attracting elite engineering talent. This role is for a focused professional who can operate with a high degree of autonomy to build and manage a pipeline of high-caliber candidates for our most demanding technical roles. Your mission is to hunt for and engage the best engineers in the market, acting as the primary driver of our technical hiring success. In our fast-paced, high-growth environment, you will be accountable for hitting ambitious hiring targets. We need a self-directed individual with a strong analytical approach to sourcing and a passion for technology. This is a high-impact role for a motivated recruiter who is driven by the challenge of building a world-class technical team. Requirements: Proven experience as a Technical Recruiter, either in-house or at an agency, with a track record of filling difficult roles. A deep, analytical understanding of technology, software development, and engineering culture. The ability to work independently to manage the full recruiting lifecycle. A results-driven, competitive mindset with a relentless focus on metrics and hiring goals. A bachelor's degree is required. Strong negotiation and analytical skills are essential.",0.3411674015997238
"Title: E-commerce Specialist. Description: We are looking for a detail-oriented and creative E-commerce Specialist to join our dynamic digital team. In this role, you will help manage our online store, ensuring that our products are presented beautifully and our customers have a smooth and enjoyable shopping experience. Your responsibilities will include updating product listings, coordinating with our marketing team on promotions, and analyzing performance to help us grow. Your keen eye for detail and your understanding of the online customer journey will be key to your success. You will be part of a collaborative and supportive team that works together to achieve our goals. We believe in fostering a positive environment that encourages new ideas and personal growth. Our company is committed to a healthy work-life balance and offers flexible work arrangements. If you are passionate about e-commerce and enjoy working in a creative, team-oriented atmosphere, we would love to hear from you. Requirements: Experience in an e-commerce or digital marketing role. Familiarity with e-commerce platforms like Shopify, Magento, or similar. Strong attention to detail and organizational skills. Good communication and collaboration skills. An analytical mindset with the ability to interpret data. A creative and customer-focused approach.",0.7984047908310986
"Title: Senior Network Architect. Description: We are seeking a dominant and highly strategic Senior Network Architect to take ultimate command of our global network design and evolution. This is a senior, autonomous role for a driven expert who can independently make the high-stakes architectural decisions that define our connectivity strategy. Your mission is to architect a network that is powerful, resilient, and provides a clear competitive advantage in speed and reliability. You will be the singular authority on network protocols, hardware selection, and topology. In our fast-paced environment, we need a focused visionary who is accountable for the long-term performance and security of our entire network fabric. This is a high-impact challenge for a competitive expert who is motivated by building a world-class, technically superior network infrastructure. Requirements: Extensive, proven experience as a Network Architect or a principal-level network engineer. A deep, master-level understanding of advanced routing, switching, and network security principles. The ability to work with extreme independence to create and champion a robust architectural vision. A strategic and analytical mindset with a relentless drive for performance and technical excellence. A bachelor's or master's degree in a technical discipline is required. An elite certification such as CCIE or JNCIE is expected.",0.3715714930226937
